zip,State,cohort_population,total_population,pop_density,total_population_2019,cohort_population_2019,pop_density_2019,cohort_pop_change,cohort_pop_change_pc,pc_total_ethnicity,c_p_rank,c_pd_rank,c_yoy_rank,zip_code_rank
43607,OH,215,8622,2.49%,7587,193,2.54%,1035,536.27%,0.00%,77933,1707,3783,2159
43606,OH,269,20254,1.33%,20940,264,1.26%,-686,-259.85%,0.01%,70722,3113,35011,3662
43604,OH,25,4341,0.58%,4034,0,0.00%,307,0.00%,0.00%,152390,5761,6033,7283
43571,OH,38,7866,0.48%,7865,20,0.25%,1,5.00%,0.00%,138232,6392,5971,6470
43569,OH,8,2742,0.29%,2764,9,0.33%,-22,-244.44%,0.00%,184591,8061,34942,12201
43567,OH,67,13460,0.50%,14085,72,0.51%,-625,-868.06%,0.00%,118210,6281,36413,7103
43560,OH,143,34976,0.41%,34673,219,0.63%,303,138.36%,0.00%,91470,6941,5096,3565
43558,OH,16,13270,0.12%,12655,28,0.22%,615,2196.43%,0.00%,166155,10243,1866,8390
43557,OH,13,2740,0.47%,2672,8,0.30%,68,850.00%,0.00%,172102,6448,3175,8366
43554,OH,10,2035,0.49%,2259,9,0.40%,-224,-2488.89%,0.00%,179075,6332,37790,11624
43553,,10,392,2.55%,184,0,0.00%,208,0.00%,0.00%,179075,1660,6033,8386
43551,OH,536,48268,1.11%,43924,322,0.73%,4344,1349.07%,0.01%,51431,3614,2540,1050
43541,,1,106,0.94%,137,0,0.00%,-31,0.00%,0.00%,207192,4119,6033,11176
43537,OH,78,31683,0.25%,30304,251,0.83%,1379,549.40%,0.00%,112716,8578,3745,5027
43535,,30,485,6.19%,620,26,4.19%,-135,-519.23%,0.00%,146389,615,35733,8088
43528,OH,68,16832,0.40%,16141,52,0.32%,691,1328.85%,0.00%,117695,6991,2558,5055
43522,OH,30,3242,0.93%,3210,34,1.06%,32,94.12%,0.00%,146389,4169,5327,6659
43521,OH,7,2795,0.25%,2715,4,0.15%,80,2000.00%,0.00%,187653,8519,1997,9488
43512,OH,13,26651,0.05%,25363,25,0.10%,1288,5152.00%,0.00%,172102,11339,925,8814
43460,OH,18,7093,0.25%,7143,9,0.13%,-50,-555.56%,0.00%,162669,8485,35818,9994
43457,OH,4,918,0.44%,1110,6,0.54%,-192,-3200.00%,0.00%,196976,6733,38072,38282
43456,OH,12,493,2.43%,470,0,0.00%,23,0.00%,0.00%,174279,1750,6033,8115
43440,OH,8,4582,0.17%,4996,4,0.08%,-414,-10350.00%,0.00%,184591,9466,39081,38149
43435,,3,999,0.30%,1168,0,0.00%,-169,0.00%,0.00%,200287,7971,6033,11221
43420,OH,22,27182,0.08%,27287,21,0.08%,-105,-500.00%,0.00%,156355,10839,35693,9897
43416,OH,10,3108,0.32%,3436,0,0.00%,-328,0.00%,0.00%,179075,7761,6033,9099
43403,,51,4296,1.19%,6290,65,1.03%,-1994,-3067.69%,0.00%,127917,3438,38024,7474
43402,OH,213,33109,0.64%,34356,227,0.66%,-1247,-549.34%,0.00%,78221,5391,35801,4475
43351,OH,8,10129,0.08%,8387,9,0.11%,1742,19355.56%,0.00%,184591,10864,187,9474
43348,OH,64,1370,4.67%,1389,50,3.60%,-19,-38.00%,0.00%,119929,902,33905,6383
43318,OH,5,2371,0.21%,2392,3,0.13%,-21,-700.00%,0.00%,193878,8995,36108,38272
43302,OH,115,41200,0.28%,39754,110,0.28%,1446,1314.55%,0.00%,98978,8189,2572,4027
43240,OH,331,6745,4.91%,4598,130,2.83%,2147,1651.54%,0.01%,64460,846,2264,1365
43235,OH,1103,44576,2.47%,46368,941,2.03%,-1792,-190.44%,0.03%,35114,1718,34723,1565
43232,OH,74,18107,0.41%,17771,51,0.29%,336,658.82%,0.00%,114651,6945,3502,4933
43231,OH,67,15593,0.43%,14916,44,0.29%,677,1538.64%,0.00%,118210,6781,2357,5049
43230,OH,736,49477,1.49%,53697,407,0.76%,-4220,-1036.86%,0.02%,43620,2822,36643,2203
43229,OH,295,38016,0.78%,34264,254,0.74%,3752,1477.17%,0.01%,67929,4754,2422,1897
43228,OH,434,44472,0.98%,46077,324,0.70%,-1605,-495.37%,0.01%,57013,4012,35681,2995
43227,OH,50,9413,0.53%,8567,31,0.36%,846,2729.03%,0.00%,128647,6052,1605,5553
43224,OH,283,28983,0.98%,29445,214,0.73%,-462,-215.89%,0.01%,69171,4010,34834,3668
43222,OH,38,2631,1.44%,2651,93,3.51%,-20,-21.51%,0.00%,138232,2905,33778,7759
43221,OH,1075,41418,2.60%,39305,726,1.85%,2113,291.05%,0.02%,35577,1634,4444,461
43220,OH,1175,31966,3.68%,30962,1160,3.75%,1004,86.55%,0.03%,33855,1156,5385,417
43219,OH,189,13613,1.39%,11647,279,2.40%,1966,704.66%,0.00%,82135,2999,3422,2511
43215,OH,273,16222,1.68%,15380,220,1.43%,842,382.73%,0.01%,70275,2488,4176,1868
43214,OH,634,28098,2.26%,29369,562,1.91%,-1271,-226.16%,0.01%,47217,1892,34878,2202
43213,OH,86,19420,0.44%,18727,80,0.43%,693,866.25%,0.00%,109177,6678,3149,4533
43212,OH,379,24626,1.54%,24243,500,2.06%,383,76.60%,0.01%,60637,2713,5456,1481
43210,,1009,10043,10.05%,9126,1147,12.57%,917,79.95%,0.02%,36845,328,5430,451
43209,OH,233,25079,0.93%,23502,177,0.75%,1577,890.96%,0.01%,75321,4155,3096,2250
43207,OH,46,26431,0.17%,27256,27,0.10%,-825,-3055.56%,0.00%,131583,9478,38020,8398
43206,OH,48,15265,0.31%,14017,33,0.24%,1248,3781.82%,0.00%,130082,7833,1227,5843
43204,OH,147,35286,0.42%,32728,45,0.14%,2558,5684.44%,0.00%,90509,6883,846,3255
43203,OH,21,3821,0.55%,3511,16,0.46%,310,1937.50%,0.00%,157857,5929,2047,7409
43202,OH,685,20665,3.31%,21666,1013,4.68%,-1001,-98.82%,0.02%,45379,1294,34309,2019
43201,OH,1089,27754,3.92%,27413,738,2.69%,341,46.21%,0.02%,35358,1089,5653,456
43147,OH,362,39091,0.93%,36544,41,0.11%,2547,6212.20%,0.01%,61871,4166,774,1454
43130,OH,26,50849,0.05%,50568,15,0.03%,281,1873.33%,0.00%,151134,11299,2103,7648
43125,OH,5,11020,0.05%,10005,47,0.47%,1015,2159.57%,0.00%,193878,11393,1888,11004
43123,OH,293,55812,0.52%,55619,124,0.22%,193,155.65%,0.01%,68147,6088,5017,2170
43119,OH,179,25631,0.70%,25758,105,0.41%,-127,-120.95%,0.00%,83893,5127,34417,4714
43113,OH,3,17805,0.02%,18755,18,0.10%,-950,-5277.78%,0.00%,200287,11751,38593,38604
43110,OH,325,25786,1.26%,28345,74,0.26%,-2559,-3458.11%,0.01%,64977,3269,38165,3530
43085,OH,321,25264,1.27%,26716,397,1.49%,-1452,-365.74%,0.01%,65401,3239,35346,3387
43082,OH,369,36217,1.02%,37141,284,0.76%,-924,-325.35%,0.01%,61343,3874,35226,3203
43081,OH,408,61516,0.66%,61761,577,0.93%,-245,-42.46%,0.01%,58682,5289,33937,3132
43078,OH,11,14962,0.07%,15270,23,0.15%,-308,-1339.13%,0.00%,176579,10943,36972,12167
43076,OH,26,6685,0.39%,6899,8,0.12%,-214,-2675.00%,0.00%,151134,7127,37875,9264
43074,OH,39,14767,0.26%,12341,0,0.00%,2426,0.00%,0.00%,137376,8358,6033,6667
43072,OH,7,4249,0.16%,4276,0,0.00%,-27,0.00%,0.00%,187653,9611,6033,9832
43071,,12,1498,0.80%,1432,10,0.70%,66,660.00%,0.00%,174279,4643,3499,8300
43068,OH,103,42155,0.24%,41875,138,0.33%,280,202.90%,0.00%,102809,8598,4794,4474
43065,OH,844,50519,1.67%,47260,542,1.15%,3259,601.29%,0.02%,40524,2509,3636,615
43062,OH,23,29806,0.08%,26654,13,0.05%,3152,24246.15%,0.00%,155040,10885,142,7709
43055,OH,78,50099,0.16%,51403,63,0.12%,-1304,-2069.84%,0.00%,112716,9732,37551,7269
43054,OH,184,27866,0.66%,28807,296,1.03%,-941,-317.91%,0.00%,82996,5309,35202,4738
43050,OH,70,25372,0.28%,24980,52,0.21%,392,753.85%,0.00%,116684,8224,3335,5196
43044,OH,6,3988,0.15%,3677,0,0.00%,311,0.00%,0.00%,190740,9803,6033,10055
43040,OH,173,34656,0.50%,33885,169,0.50%,771,456.21%,0.00%,85061,6268,3987,3047
43035,OH,1017,33420,3.04%,28877,630,2.18%,4543,721.11%,0.02%,36705,1409,3395,450
43031,OH,11,11266,0.10%,12935,18,0.14%,-1669,-9272.22%,0.00%,176579,10596,39016,12423
43026,OH,743,66418,1.12%,63702,446,0.70%,2716,608.97%,0.02%,43383,3588,3611,789
43025,OH,13,4539,0.29%,4570,14,0.31%,-31,-221.43%,0.00%,172102,8111,34853,11273
43023,OH,162,13157,1.23%,14699,216,1.47%,-1542,-713.89%,0.00%,87280,3327,36135,4819
43022,OH,8,2852,0.28%,3954,6,0.15%,-1102,-18366.67%,0.00%,184591,8169,39303,38095
43021,,189,11978,1.58%,11977,291,2.43%,1,0.34%,0.00%,82135,2642,6029,2608
43017,OH,1159,45699,2.54%,47560,1448,3.04%,-1861,-128.52%,0.03%,34106,1675,34450,1497
43016,OH,1652,47573,3.47%,38041,1031,2.71%,9532,924.54%,0.04%,27898,1219,3050,257
43015,OH,377,52404,0.72%,53343,377,0.71%,-939,-249.07%,0.01%,60772,5028,34964,3298
43014,OH,19,2073,0.92%,2318,8,0.35%,-245,-3062.50%,0.00%,160988,4194,38022,9525
43004,OH,226,24972,0.91%,21330,179,0.84%,3642,2034.64%,0.01%,76329,4235,1973,2254
42788,,15,166,9.04%,210,19,9.05%,-44,-231.58%,0.00%,168033,383,34906,9299
42765,KY,54,4344,1.24%,4056,35,0.86%,288,822.86%,0.00%,125933,3305,3225,5154
42748,KY,50,5127,0.98%,5190,24,0.46%,-63,-262.50%,0.00%,128647,4014,35020,7404
42746,,15,957,1.57%,1078,7,0.65%,-121,-1728.57%,0.00%,168033,2659,37308,9700
42733,,12,999,1.20%,728,0,0.00%,271,0.00%,0.00%,174279,3398,6033,8301
42724,KY,17,3037,0.56%,3587,0,0.00%,-550,0.00%,0.00%,164328,5853,6033,8008
42718,KY,25,14321,0.17%,14125,62,0.44%,196,316.13%,0.00%,152390,9467,4365,7639
42701,KY,125,35985,0.35%,33499,421,1.26%,2486,590.50%,0.00%,96092,7482,3652,3825
42642,KY,9,7724,0.12%,8004,87,1.09%,-280,-321.84%,0.00%,181716,10305,35215,12523
42533,KY,22,455,4.84%,391,0,0.00%,64,0.00%,0.00%,156355,863,6033,6915
42437,KY,6,4658,0.13%,4382,5,0.11%,276,5520.00%,0.00%,190740,10106,867,9774
42431,KY,231,16021,1.44%,16714,94,0.56%,-693,-737.23%,0.01%,75623,2908,36180,4003
42420,KY,92,23533,0.39%,23559,39,0.17%,-26,-66.67%,0.00%,106750,7105,34112,6346
42409,KY,1,1287,0.08%,1625,4,0.25%,-338,-8450.00%,0.00%,207192,10877,38948,38684
42345,KY,65,5509,1.18%,6864,0,0.00%,-1355,0.00%,0.00%,119363,3452,6033,4955
42325,,1,764,0.13%,1105,1,0.09%,-341,-34100.00%,0.00%,207192,10072,39426,38669
42303,KY,92,26473,0.35%,28330,56,0.20%,-1857,-3316.07%,0.00%,106750,7481,38117,6642
42301,KY,28,27423,0.10%,29303,53,0.18%,-1880,-3547.17%,0.00%,148684,10528,38198,9556
42276,KY,12,7076,0.17%,7088,0,0.00%,-12,0.00%,0.00%,174279,9539,6033,9024
42261,KY,28,6156,0.45%,6795,0,0.00%,-639,0.00%,0.00%,148684,6591,6033,7160
42256,KY,7,2594,0.27%,2336,7,0.30%,258,3685.71%,0.00%,187653,8304,1256,9410
42240,KY,30,18840,0.16%,18753,13,0.07%,87,669.23%,0.00%,146389,9680,3484,7242
42223,KY,78,14733,0.53%,14955,60,0.40%,-222,-370.00%,0.00%,112716,6062,35364,6671
42220,KY,16,2724,0.59%,3941,8,0.20%,-1217,-15212.50%,0.00%,166155,5695,39251,10897
42206,KY,1,3656,0.03%,3232,0,0.00%,424,0.00%,0.00%,207192,11641,6033,12362
42167,KY,42,5016,0.84%,4377,31,0.71%,639,2061.29%,0.00%,134779,4500,1955,5767
42141,KY,129,17501,0.74%,18391,55,0.30%,-890,-1618.18%,0.00%,94974,4948,37228,5538
42129,KY,8,3869,0.21%,3332,21,0.63%,537,2557.14%,0.00%,184591,9052,1685,9333
42122,,4,3128,0.13%,3584,0,0.00%,-456,0.00%,0.00%,196976,10122,6033,11282
42120,,37,1665,2.22%,1661,83,5.00%,4,4.82%,0.00%,139136,1916,5975,5960
42104,KY,192,28906,0.66%,25107,91,0.36%,3799,4174.73%,0.00%,81582,5283,1118,2599
42103,KY,22,15814,0.14%,15268,6,0.04%,546,9100.00%,0.00%,156355,9954,504,7701
42101,KY,97,40212,0.24%,40365,62,0.15%,-153,-246.77%,0.00%,104898,8638,34951,6475
42078,KY,5,1010,0.50%,902,0,0.00%,108,0.00%,0.00%,193878,6306,6033,9807
42071,KY,115,20482,0.56%,21839,188,0.86%,-1357,-721.81%,0.00%,98978,5843,36147,5836
42066,KY,12,16378,0.07%,14586,22,0.15%,1792,8145.45%,0.00%,174279,10947,568,8870
42049,KY,11,1041,1.06%,822,0,0.00%,219,0.00%,0.00%,176579,3775,6033,8493
